trial_no,y1,y2,x,y
135,20.118585594287577,24.955667225094867,2.007397917347703,1.0
166,20.930582048588562,24.130188522151002,1.1102456989996135,2.0
73,21.09447055347952,23.988150707977145,1.1285466930392736,2.0
77,22.36682813729681,22.97541980580803,1.2616287228516172,2.0
129,24.15538126671383,21.760031231893763,1.4278814084784697,2.0
11,25.823471545479677,20.784658978407776,1.5671208907962142,2.0
50,26.66968918537023,20.33517720773775,1.6332245088604807,2.0
198,30.517328679539258,18.57852596677411,1.9050806203110708,2.0
4,31.742442860738535,18.097237003651138,1.9838373711533497,2.0
160,33.29301564847453,17.530817998742265,2.0792435913376366,2.0
0,33.39073524061537,17.49658357502514,2.08511002351287,2.0
8,33.41432980786669,17.488342333610323,2.086524011835635,2.0
5,33.572404090581415,17.433375302480613,2.095972572016474,2.0
190,35.52793933437813,16.786770796173368,2.2095214037421167,2.0
46,36.24209278524718,16.56491652231477,2.2495606673997024,2.0
115,37.1489858887737,16.293233181353077,2.2994013290840347,2.0
117,40.0348516441248,15.496036780034814,2.4512676130996387,2.0
199,42.12656108357736,14.97456635603793,2.555707391485641,2.0
164,45.59470093719551,14.19816929360197,2.720050594069691,2.0
87,46.3543940149182,14.04118754783471,2.754741095589484,2.0
144,48.77431023162441,13.569151698325786,2.8624425859580316,2.0
128,49.02933136438511,13.521757605691164,2.8735575235405113,2.0
29,50.72810158248681,13.216748550457492,2.946527684516421,2.0
105,51.59267496817532,13.154388095866084,1.9743780646177744,3.0
103,52.51911597669713,12.91425484817562,3.0215524145998662,2.0
84,52.76354160688174,12.874412319053917,3.0316473082666517,2.0
43,54.32620668454211,12.176992177570781,2.1404559493564745,3.0
119,54.807517567282645,12.018061942347746,2.1683817449472915,3.0
44,60.01546210275858,11.831790634767243,3.3172074890922403,2.0
33,60.062333102246534,11.82585101457219,3.318973226098944,2.0
145,62.937306944288785,9.783745362869407,2.595058137320279,3.0
94,63.52789332759943,9.648457875713172,2.6233515456186685,3.0
143,63.84827479287655,9.576336382781808,2.638573231543733,3.0
63,66.56121401180454,8.99920456866284,2.7641098934288295,3.0
113,69.87405056594721,8.367803644132799,2.9100708997354,3.0
65,70.31139240993441,8.28988452956921,2.9287963572914393,3.0
197,71.216207207758,8.132429328708447,2.967162247323105,3.0
127,72.5681562777261,7.906234020728876,3.023580504870265,3.0
99,74.04155416656641,7.671470691558724,3.083891785008288,3.0
81,74.43450927537727,7.610841399775328,3.0997785919068988,3.0
124,82.1134484794326,6.574920291586674,3.395344182827148,3.0
18,83.12835237076749,6.457041708612691,3.4325046384079183,3.0
54,83.73385506343872,6.3886178900134825,3.45448458758462,3.0
96,90.03219703854995,5.754751095204016,3.675329816443347,3.0
130,92.25326460276487,5.562227965558219,3.7501088185133,3.0
58,92.83293075288567,5.514423265159097,3.769380942306232,3.0
179,97.26966463449637,5.179945419415494,3.9137470739208595,3.0
10,100.11918642633712,4.992568172807449,4.003722843377683,3.0
150,101.91145450644908,4.884928740585281,4.059293488602699,3.0
171,104.29485257307422,4.753363261801487,4.132034988146707,3.0
114,107.35762832321046,4.602684811191524,4.223672226961109,3.0
170,111.10099008538623,4.444833813020904,4.333041370832565,3.0
12,112.80579462621687,4.3819910417523,4.381945761480192,3.0
140,113.43969878745689,4.360010268692634,4.399991442817159,3.0
97,118.41296220567001,4.212447926241301,4.53907926251762,3.0
155,119.96158673169407,4.175119009505977,4.581527767341754,3.0
104,121.7812035176002,4.136229544077366,4.6309071335322685,3.0
79,130.09387792308894,4.022470026356623,4.850099945441562,3.0
